fn,start,stop,label,dur,pos,label_prefilter
TRKb07-3-12.WAV,0.0,6.622907270608437,,6.622907270608437,3.3114536353042183,
TRKb07-3-12.WAV,6.622907270608437,6.806617443288778,,0.1837101726803416,6.714762356948608,acb
TRKb07-3-12.WAV,6.806617443288778,7.070406409188756,,0.2637889658999777,6.938511926238768,
TRKb07-3-12.WAV,7.070406409188756,7.143419426536071,,0.0730130173473151,7.106912917862413,aua
TRKb07-3-12.WAV,7.143419426536071,7.317708564719985,,0.174289138183914,7.230563995628028,
TRKb07-3-12.WAV,7.317708564719985,7.52968184088961,,0.2119732761696244,7.423695202804797,ats
TRKb07-3-12.WAV,7.52968184088961,7.732234082562807,,0.2025522416731977,7.630957961726208,
TRKb07-3-12.WAV,7.732234082562807,7.800536582661908,,0.0683025000991008,7.766385332612358,aua
TRKb07-3-12.WAV,7.800536582661908,8.026641410576175,,0.2261048279142672,7.913588996619042,
TRKb07-3-12.WAV,8.026641410576175,8.09965442792349,,0.0730130173473142,8.063147919249833,aua
TRKb07-3-12.WAV,8.09965442792349,8.723773278978951,,0.6241188510554618,8.411713853451221,
TRKb07-3-12.WAV,8.723773278978951,8.867444055049475,,0.1436707760705236,8.795608667014214,aiy
TRKb07-3-12.WAV,8.867444055049475,8.912193968907507,,0.0447499138580322,8.889819011978492,
TRKb07-3-12.WAV,8.912193968907507,9.013470089744104,,0.1012761208365979,8.962832029325806,ajd
TRKb07-3-12.WAV,9.013470089744104,9.258416986651229,,0.2449468969071233,9.135943538197669,
TRKb07-3-12.WAV,9.258416986651229,9.430350866211034,,0.1719338795598055,9.344383926431131,aiy
TRKb07-3-12.WAV,9.430350866211034,9.470390262820851,,0.0400393966098189,9.450370564515945,
TRKb07-3-12.WAV,9.470390262820851,9.583442676777986,,0.1130524139571331,9.52691646979942,ajd
TRKb07-3-12.WAV,9.583442676777986,9.861363194422609,,0.2779205176446204,9.722402935600297,
TRKb07-3-12.WAV,9.861363194422609,10.023876039485986,,0.1625128450633788,9.942619616954296,aiy
TRKb07-3-12.WAV,10.023876039485986,10.808177161313598,,0.7843011218276121,10.416026600399793,
TRKb07-3-12.WAV,10.808177161313598,11.088452937582325,,0.2802757762687271,10.94831504944796,amb
TRKb07-3-12.WAV,11.088452937582325,11.261504420529716,,0.1730514829473914,11.17497867905602,
TRKb07-3-12.WAV,11.261504420529716,11.334517437877032,,0.073013017347316,11.298010929203375,acs
TRKb07-3-12.WAV,11.334517437877032,11.540662593410858,,0.2061451555338251,11.437590015643943,
TRKb07-3-12.WAV,11.540662593410858,11.835069921424228,,0.294407328013369,11.687866257417545,amb
TRKb07-3-12.WAV,11.835069921424228,12.111752783832324,,0.2766828624080979,11.973411352628275,
TRKb07-3-12.WAV,12.111752783832324,12.180055283931424,,0.0683025000991008,12.145904033881877,acs
TRKb07-3-12.WAV,12.180055283931424,12.48388364644122,,0.3038283625097957,12.331969465186322,
TRKb07-3-12.WAV,12.48388364644122,12.7146989916037,,0.2308153451624797,12.59929131902246,ats
TRKb07-3-12.WAV,12.7146989916037,13.091540371460813,,0.3768413798571117,12.903119681532257,
TRKb07-3-12.WAV,13.091540371460813,13.166908647432235,,0.0753682759714227,13.129224509446525,aua
TRKb07-3-12.WAV,13.166908647432235,13.435408130580427,,0.2684994831481919,13.301158389006332,
TRKb07-3-12.WAV,13.435408130580427,13.515486923800063,,0.080078793219636,13.475447527190244,aua
