fn,start,stop,label,dur,pos,label_prefilter
Amador10-35.WAV,0.0,0.0958311812161995,,0.0958311812161995,0.0479155906080997,
Amador10-35.WAV,0.0958311812161995,0.3338522835641745,aa,0.238021102347975,0.214841732390187,aa
Amador10-35.WAV,0.3338522835641745,2.061272759020271,,1.7274204754560962,1.1975625212922227,
Amador10-35.WAV,2.061272759020271,2.4124128010979766,,0.3511400420777057,2.236842780059124,bx
Amador10-35.WAV,2.4124128010979766,3.688096635304379,,1.2756838342064023,3.050254718201178,
Amador10-35.WAV,3.688096635304379,4.119362593023977,ab,0.4312659577195981,3.9037296141641775,ab
Amador10-35.WAV,4.119362593023977,5.658998813910936,,1.5396362208869585,4.889180703467456,
Amador10-35.WAV,5.658998813910936,5.965182435044838,ad,0.3061836211339024,5.812090624477887,ad
Amador10-35.WAV,5.965182435044838,7.657346484264139,,1.6921640492193015,6.811264459654488,
Amador10-35.WAV,7.657346484264139,7.950053618057455,aa,0.292707133793316,7.803700051160797,aa
Amador10-35.WAV,7.950053618057455,9.61469535727544,,1.6646417392179833,8.782374487666447,
Amador10-35.WAV,9.61469535727544,9.992004143119573,,0.3773087858441339,9.803349750197505,bx
Amador10-35.WAV,9.992004143119573,16.50332091149676,,6.511316768377188,13.247662527308169,
Amador10-35.WAV,16.50332091149676,16.764908459621765,,0.2615875481250036,16.63411468555926,ah
Amador10-35.WAV,16.764908459621765,17.81527490125399,,1.0503664416322245,17.290091680437875,
Amador10-35.WAV,17.81527490125399,18.20320094343007,,0.3879260421760797,18.00923792234203,ai
Amador10-35.WAV,18.20320094343007,19.418622751863648,,1.2154218084335788,18.810911847646857,
Amador10-35.WAV,19.418622751863648,19.79956963567968,,0.3809468838160263,19.609096193771663,aj
Amador10-35.WAV,19.79956963567968,21.69516254351253,,1.895592907832864,20.747366089596103,
Amador10-35.WAV,21.69516254351253,22.039232651857134,,0.3440701083445958,21.86719759768484,ai
Amador10-35.WAV,22.039232651857134,24.872142533637074,,2.8329098817799405,23.455687592747104,
Amador10-35.WAV,24.872142533637074,25.1549398829614,au,0.2827973493243263,25.01354120829924,au
Amador10-35.WAV,25.1549398829614,26.265658770469024,,1.1107188875076233,25.71029932671521,
Amador10-35.WAV,26.265658770469024,26.62151210170213,,0.35585333123311,26.443585436085577,aj
Amador10-35.WAV,26.62151210170213,29.286695749867867,,2.6651836481657334,27.954103925785,
Amador10-35.WAV,29.286695749867867,29.6522882295662,ak,0.3655924796983285,29.46949198971703,ak
Amador10-35.WAV,29.6522882295662,31.10009901638781,,1.4478107868216163,30.37619362297701,
Amador10-35.WAV,31.10009901638781,31.45595234762092,an,0.35585333123311,31.27802568200437,an
Amador10-35.WAV,31.45595234762092,32.698233992901926,,1.242281645281004,32.07709317026142,
Amador10-35.WAV,32.698233992901926,32.96656152192836,,0.2683275290264362,32.832397757415144,ao
Amador10-35.WAV,32.96656152192836,35.063018192866096,,2.0964566709377337,34.01478985739723,
Amador10-35.WAV,35.063018192866096,35.57242476079461,,0.5094065679285151,35.31772147683036,ap
Amador10-35.WAV,35.57242476079461,37.26276649098606,,1.6903417301914487,36.417595625890335,
Amador10-35.WAV,37.26276649098606,37.59741002101985,as,0.3346435300337873,37.43008825600295,as
Amador10-35.WAV,37.59741002101985,39.54289693358178,,1.9454869125619323,38.57015347730081,
Amador10-35.WAV,39.54289693358178,39.85204205007934,aq,0.3091451164975609,39.69746949183056,aq
Amador10-35.WAV,39.85204205007934,41.22789780663922,,1.3758557565598792,40.53996992835928,
Amador10-35.WAV,41.22789780663922,41.63795396315949,,0.4100561565202696,41.43292588489936,ar
Amador10-35.WAV,41.63795396315949,42.89478464074429,,1.2568306775847944,42.26636930195188,
Amador10-35.WAV,42.89478464074429,43.24592468282199,,0.3511400420777022,43.070354661783135,bi
Amador10-35.WAV,43.24592468282199,44.544435845136185,,1.298511162314199,43.895180263979086,
Amador10-35.WAV,44.544435845136185,44.89793253179159,as,0.3534966866554043,44.72118418846389,as
Amador10-35.WAV,44.89793253179159,46.08745255319892,,1.1895200214073256,45.49269254249525,
Amador10-35.WAV,46.08745255319892,46.40795621576648,aq,0.3205036625675674,46.2477043844827,aq
Amador10-35.WAV,46.40795621576648,47.78423664914487,,1.3762804333783831,47.09609643245568,
Amador10-35.WAV,47.78423664914487,48.11181024544555,,0.3275735963006809,47.948023447295206,ar
Amador10-35.WAV,48.11181024544555,50.33221563640406,,2.220405390958512,49.2220129409248,
Amador10-35.WAV,50.33221563640406,50.66547458199992,,0.3332589455958654,50.498845109202,bi
Amador10-35.WAV,50.66547458199992,52.780588157161546,,2.1151135751616224,51.72303136958074,
Amador10-35.WAV,52.780588157161546,53.13879813297236,as,0.3582099758108157,52.95969314506695,as
Amador10-35.WAV,53.13879813297236,55.3446174577021,,2.205819324729738,54.241707795337234,
Amador10-35.WAV,55.3446174577021,55.73582045760075,,0.3912029998986526,55.54021895765143,ar
Amador10-35.WAV,55.73582045760075,57.076749823350816,,1.340929365750064,56.40628514047579,
Amador10-35.WAV,57.076749823350816,57.42126770316116,,0.344517879810347,57.24900876325599,bi
Amador10-35.WAV,57.42126770316116,64.99107526376962,,7.569807560608453,61.20617148346539,
Amador10-35.WAV,64.99107526376962,65.28801248056016,,0.2969372167905391,65.1395438721649,ah
Amador10-35.WAV,65.28801248056016,66.49461450434394,,1.2066020237837876,65.89131349245204,
Amador10-35.WAV,66.49461450434394,66.8056915886007,,0.3110770842567518,66.65015304647233,ai
Amador10-35.WAV,66.8056915886007,69.13450280387396,,2.3288112152732623,67.97009719623733,
Amador10-35.WAV,69.13450280387396,69.47857291221855,,0.3440701083445958,69.30653785804625,aj
Amador10-35.WAV,69.47857291221855,71.4463711346003,,1.9677982223817447,70.46247202340942,
Amador10-35.WAV,71.4463711346003,71.73859506223543,,0.2922239276351348,71.59248309841786,ai
Amador10-35.WAV,71.73859506223543,77.95200720892267,,6.213412146687233,74.84530113557905,
Amador10-35.WAV,77.95200720892267,78.28429409437874,,0.332286885456071,78.1181506516507,ai
Amador10-35.WAV,78.28429409437874,79.63465143740238,,1.3503573430236455,78.95947276589055,
Amador10-35.WAV,79.63465143740238,80.00700128067942,,0.3723498432770356,79.8208263590409,aj
Amador10-35.WAV,80.00700128067942,81.8456304237905,,1.8386291431110773,80.92631585223495,
Amador10-35.WAV,81.8456304237905,82.1967704658682,au,0.3511400420777022,82.02120044482935,au
Amador10-35.WAV,82.1967704658682,84.57300731786177,,2.376236851993568,83.38488889186499,
Amador10-35.WAV,84.57300731786177,84.93593058282798,,0.3629232649662128,84.75446895034487,aj
Amador10-35.WAV,84.93593058282798,87.06328342272995,,2.127352839901974,85.99960700277896,
Amador10-35.WAV,87.06328342272995,87.42856333227387,ak,0.365279909543915,87.24592337750191,ak
Amador10-35.WAV,87.42856333227387,88.80248712107453,,1.373923788800667,88.11552522667421,
Amador10-35.WAV,88.80248712107453,89.19604676555089,an,0.3935596444763547,88.9992669433127,an
Amador10-35.WAV,89.19604676555089,90.62338603634625,,1.4273392707953576,89.90971640094857,
Amador10-35.WAV,90.62338603634625,90.94173473355568,,0.31834869720943,90.78256038495095,ao
Amador10-35.WAV,90.94173473355568,92.48769357652864,,1.545958842972965,91.71471415504216,
Amador10-35.WAV,92.48769357652864,93.0580015643327,,0.5703079878040569,92.77284757043068,ap
